ID,start,end,code,team,action,half,pos_x,pos_y
2844,4698.69,4718.69,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,77.7,33.3
2845,4698.69,4718.69,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (won),2nd half,77.7,33.3
2846,4698.69,4718.69,20. Rumi Utsugi,OL Reign,Challenges (lost),2nd half,27.3,34.7
2847,4698.69,4718.69,17. Tobin Powell Powell Heath,Portland Thorns,Tackles (Successful actions),2nd half,77.7,33.3
2848,4700.32,4720.32,7. Ana Maria Crnogorcevic,Portland Thorns,Picking-ups (in opp. half),2nd half,75.6,28.3
2849,4700.32,4720.32,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,75.6,28.3
2850,4700.32,4720.32,7. Ana Maria Crnogorcevic,Portland Thorns,Picking-ups,2nd half,75.6,28.3
2851,4701.35,4721.35,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,71.0,27.8
2852,4701.35,4721.35,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,71.0,27.8
2853,4702.17,4722.17,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,64.1,27.5
2854,4702.17,4722.17,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,64.1,27.5
2855,4703.4,4723.4,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,72.4,18.7
2856,4705.63,4725.63,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,79.2,18.0
2857,4705.63,4725.63,12. Christine Margaret Sinclair,Portland Thorns,Passes into the penalty box,2nd half,79.2,18.0
2858,4705.65,4725.65,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,90.3,34.0
2859,4706.86,4726.86,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,0.0,0.0
2860,4706.86,4726.86,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,0.0,0.0
2861,4706.96,4726.96,6. Alexandra Linsley Long Batista,OL Reign,Errors,2nd half,0.0,0.0
2862,4706.96,4726.96,4. Megan Leigh Oyster,OL Reign,Errors leading to goal,2nd half,0.0,0.0
2863,4706.96,4726.96,4. Megan Leigh Oyster,OL Reign,Errors,2nd half,0.0,0.0
2864,4706.96,4726.96,6. Alexandra Linsley Long Batista,OL Reign,Errors leading to goal,2nd half,0.0,0.0
2865,4706.96,4726.96,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,96.6,35.7
2866,4798.75,4818.75,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),2nd half,65.9,2.4
2867,4798.75,4818.75,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,39.1,65.6
2868,4815.02,4835.02,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,56.7,0.0
2869,4815.02,4835.02,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,2nd half,56.7,0.0
2870,4816.43,4836.43,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,67.8,2.2
2871,4818.59,4838.59,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,64.9,1.2
2872,4818.59,4838.59,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,64.9,1.2
2873,4819.21,4839.21,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,60.5,5.0
2874,4819.21,4839.21,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,60.5,5.0
2875,4820.76,4840.76,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),2nd half,55.7,1.7
2876,4820.76,4840.76,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,55.7,1.7
2877,4820.76,4840.76,15. Ellie Madison Carpenter,Portland Thorns,Lost balls,2nd half,78.5,16.5
2878,4822.32,4842.32,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,26.5,51.5
2879,4822.32,4842.32,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,2nd half,26.5,51.5
2880,4825.42,4845.42,6. Alexandra Linsley Long Batista,OL Reign,Passes (inaccurate),2nd half,26.7,43.1
2881,4825.42,4845.42,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,26.7,43.1
2882,4828.37,4848.37,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),2nd half,63.6,54.8
2883,4828.37,4848.37,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,63.6,54.8
2884,4828.37,4848.37,25. Meghan Elizabeth Klingenberg,Portland Thorns,Interceptions (in opp. half),2nd half,63.6,54.8
2885,4828.37,4848.37,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,63.6,54.8
2886,4828.37,4848.37,25. Meghan Elizabeth Klingenberg,Portland Thorns,Interceptions,2nd half,63.6,54.8
2887,4828.66,4848.66,8. Theresa Eslund,OL Reign,Interceptions,2nd half,38.4,12.7
2888,4828.66,4848.66,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,38.4,12.7
2889,4829.79,4849.79,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,41.6,15.6
2890,4829.79,4849.79,17. Beverly Yanez,OL Reign,Picking-ups,2nd half,41.6,15.6
2891,4830.65,4850.65,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),2nd half,63.0,52.0
2892,4830.65,4850.65,17. Beverly Yanez,OL Reign,Challenges (lost),2nd half,42,16
2893,4830.65,4850.65,10. Lindsey Michelle Horan,Portland Thorns,Tackles (Successful actions),2nd half,63.0,52.0
2894,4830.65,4850.65,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,63.0,52.0
2895,4833.44,4853.44,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,36.5,16.8
2896,4833.44,4853.44,17. Beverly Yanez,OL Reign,Challenges (won),2nd half,36.5,16.8
2897,4833.44,4853.44,12. Christine Margaret Sinclair,Portland Thorns,Challenges (lost),2nd half,68.5,51.2
2898,4835.82,4855.82,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,73.7,47.2
2899,4835.82,4855.82,10. Lindsey Michelle Horan,Portland Thorns,Picking-ups (in opp. half),2nd half,73.7,47.2
2900,4835.82,4855.82,10. Lindsey Michelle Horan,Portland Thorns,Picking-ups,2nd half,73.7,47.2
2901,4835.82,4855.82,10. Lindsey Michelle Horan,Portland Thorns,Passes (inaccurate),2nd half,73.7,47.2
2902,4835.82,4855.82,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,73.7,47.2
2903,4837.32,4857.32,4. Megan Leigh Oyster,OL Reign,Interceptions,2nd half,22.9,9.1
2904,4837.32,4857.32,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,22.9,9.1
2905,4839.78,4859.78,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),2nd half,30.2,4.5
2906,4839.78,4859.78,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,30.2,4.5
2907,4840.13,4860.13,12. Christine Margaret Sinclair,Portland Thorns,Interceptions (in opp. half),2nd half,71.8,64.6
2908,4840.13,4860.13,12. Christine Margaret Sinclair,Portland Thorns,Interceptions,2nd half,71.8,64.6
2909,4840.13,4860.13,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,71.8,64.6
2910,4855.65,4875.65,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,34.0,0.0
2911,4855.65,4875.65,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,34.0,0.0
2912,4857.59,4877.59,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,33.4,22.0
2913,4858.94,4878.94,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,36.5,24.4
2914,4858.94,4878.94,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,36.5,24.4
2915,4861.47,4881.47,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,46.2,59.1
2916,4863.52,4883.52,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,48.5,62.0
2917,4863.52,4883.52,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,48.5,62.0
2918,4865.38,4885.38,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,41.4,54.4
2919,4866.67,4886.67,20. Rumi Utsugi,OL Reign,Passes (inaccurate),2nd half,44.9,58.4
2920,4866.67,4886.67,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,44.9,58.4
2921,4868.67,4888.67,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,26.0,24.4
2922,4868.67,4888.67,4. Emily Townsend Menges,Portland Thorns,Picking-ups,2nd half,26.0,24.4
2923,4868.67,4888.67,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,26.0,24.4
2924,4868.67,4888.67,4. Emily Townsend Menges,Portland Thorns,Passes (inaccurate),2nd half,26.0,24.4
2925,4870.85,4890.85,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,62.4,37.4
2926,4870.85,4890.85,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,62.4,37.4
2927,4870.85,4890.85,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,2nd half,62.4,37.4
2928,4870.85,4890.85,6. Alexandra Linsley Long Batista,OL Reign,Interceptions,2nd half,62.4,37.4
2929,4870.85,4890.85,6. Alexandra Linsley Long Batista,OL Reign,Interceptions (in opp. half),2nd half,62.4,37.4
2930,4872.55,4892.55,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,40.5,34.0
2931,4874.3,4894.3,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,46.0,33.3
2932,4874.3,4894.3,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),2nd half,46.0,33.3
2933,4877.1,4897.1,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,22.7,15.3
2934,4877.1,4897.1,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,22.7,15.3
2935,4877.1,4897.1,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),2nd half,22.7,15.3
2936,4877.1,4897.1,15. Ellie Madison Carpenter,Portland Thorns,Interceptions,2nd half,22.7,15.3
2937,4878.58,4898.58,10. Jessica Anne Fishlock,OL Reign,Passes accurate,2nd half,74.3,50.0
2938,4878.58,4898.58,10. Jessica Anne Fishlock,OL Reign,Positional attacks,2nd half,74.3,50.0
2939,4878.58,4898.58,10. Jessica Anne Fishlock,OL Reign,Positional attacks,2nd half,74.3,50.0
2940,4878.58,4898.58,10. Jessica Anne Fishlock,OL Reign,Picking-ups,2nd half,74.3,50.0
2941,4878.58,4898.58,10. Jessica Anne Fishlock,OL Reign,Picking-ups (in opp. half),2nd half,74.3,50.0
2942,4880.51,4900.51,15. Megan Anna Rapinoe,OL Reign,Lost balls,2nd half,90.1,35.2
2943,4880.51,4900.51,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,78.3,55.5
2944,4880.51,4900.51,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,2nd half,78.3,55.5
2945,4880.51,4900.51,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),2nd half,78.3,55.5
2946,4881.7,4901.7,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,14.9,32.8
2947,4881.7,4901.7,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,14.9,32.8
2948,4881.7,4901.7,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,14.9,32.8
2949,4881.7,4901.7,4. Emily Townsend Menges,Portland Thorns,Interceptions,2nd half,14.9,32.8
2950,4882.02,4902.02,10. Lindsey Michelle Horan,Portland Thorns,Counter-attacks,2nd half,20.4,29.9
2951,4882.02,4902.02,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,2nd half,20.4,29.9
2952,4882.62,4902.62,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,17.8,33.5
2953,4885.35,4905.35,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,31.9,28.0
2954,4885.35,4905.35,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,31.9,28.0
2955,4885.93,4905.93,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,33.0,34.0
2956,4887.28,4907.28,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,30.0,37.1
2957,4887.28,4907.28,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,30.0,37.1
2958,4888.51,4908.51,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,2nd half,18.9,47.2
2959,4889.59,4909.59,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,2nd half,20.4,47.4
2960,4889.59,4909.59,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,20.4,47.4
2961,4890.64,4910.64,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,29.6,45.3
2962,4892.06,4912.06,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,30.7,48.4
2963,4892.06,4912.06,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,30.7,48.4
2964,4894.27,4914.27,9. Caitlin Jade Foord,Portland Thorns,Lost balls,2nd half,61.3,59.6
2965,4894.27,4914.27,4. Megan Leigh Oyster,OL Reign,Counter-attacks,2nd half,43.7,8.4
2966,4894.27,4914.27,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),2nd half,61.3,59.6
2967,4894.27,4914.27,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,43.7,8.4
2968,4895.52,4915.52,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,44.1,3.4
2969,4895.52,4915.52,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,44.1,3.4
2970,4897.19,4917.19,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,48.7,6.0
2971,4897.19,4917.19,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,48.7,6.0
2972,4899.34,4919.34,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,33.6,23.0
2973,4900.02,4920.02,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,34.4,23.2
2974,4900.02,4920.02,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,34.4,23.2
2975,4901.33,4921.33,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,39.9,35.4
2976,4903.15,4923.15,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,40.5,40.9
2977,4903.15,4923.15,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,40.5,40.9
2978,4905.86,4925.86,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,49.3,65.4
2979,4906.65,4926.65,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,49.1,65.6
2980,4906.65,4926.65,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,49.1,65.6
2981,4908.06,4928.06,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,46.4,57.5
2982,4911.53,4931.53,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,34.4,58.4
2983,4911.53,4931.53,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,34.4,58.4
2984,4914.5,4934.5,1. Lydia Grace Yilkari Williams,OL Reign,Passes accurate,2nd half,12.2,41.9
2985,4914.5,4934.5,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,2nd half,12.2,41.9
2986,4916.53,4936.53,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,26.0,61.5
2987,4917.63,4937.63,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,26.9,62.3
2988,4917.63,4937.63,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,26.9,62.3
2989,4919.31,4939.31,15. Megan Anna Rapinoe,OL Reign,Dribbling,2nd half,47.9,60.8
2990,4919.31,4939.31,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,47.9,60.8
2991,4921.75,4941.75,15. Megan Anna Rapinoe,OL Reign,Dribbles (Successful actions),2nd half,50.2,40.9
2992,4921.75,4941.75,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,50.2,40.9
2993,4921.75,4941.75,4. Emily Townsend Menges,Portland Thorns,Challenges (lost),2nd half,54.8,27.1
2994,4921.75,4941.75,4. Emily Townsend Menges,Portland Thorns,Tackles (Unsuccessful actions),2nd half,54.8,27.1
2995,4926.41,4946.41,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,73.1,34.5
2996,4926.41,4946.41,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,73.1,34.5
2997,4926.41,4946.41,15. Megan Anna Rapinoe,OL Reign,Extra attacking pass,2nd half,73.1,34.5
2998,4926.41,4946.41,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,80.6,19.6
2999,4927.5,4947.5,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,87.6,22.5
3000,4928.53,4948.53,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,91.8,23.7
3001,4928.53,4948.53,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (lost),2nd half,13.2,44.3
3002,4928.53,4948.53,17. Beverly Yanez,OL Reign,Dribbles (Successful actions),2nd half,91.8,23.7
3003,4928.53,4948.53,25. Meghan Elizabeth Klingenberg,Portland Thorns,Tackles (Unsuccessful actions),2nd half,13.2,44.3
3004,4929.5,4949.5,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,92.6,27.5
3005,4929.5,4949.5,17. Beverly Yanez,OL Reign,Bad ball control,2nd half,92.6,27.5
3006,4929.5,4949.5,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,0.0,0.0
3007,4931.64,4951.64,16. Emily Ann Sonnett,Portland Thorns,Picking-ups,2nd half,7.1,40.0
3008,4931.64,4951.64,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,7.1,40.0
3009,4931.64,4951.64,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,7.1,40.0
3010,4937.62,4957.62,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,69.5,2.9
3011,4937.62,4957.62,4. Megan Leigh Oyster,OL Reign,Picking-ups (in opp. half),2nd half,69.5,2.9
3012,4937.62,4957.62,4. Megan Leigh Oyster,OL Reign,Picking-ups,2nd half,69.5,2.9
3013,4939.79,4959.79,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,73.7,3.1
3014,4939.79,4959.79,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,73.7,3.1
3015,4939.79,4959.79,4. Megan Leigh Oyster,OL Reign,Passes into the penalty box,2nd half,73.7,3.1
3016,4939.79,4959.79,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,73.7,3.1
3017,4939.79,4959.79,4. Megan Leigh Oyster,OL Reign,Crosses (accurate),2nd half,73.7,3.1
3018,4941.93,4961.93,15. Megan Anna Rapinoe,OL Reign,Wide shot,2nd half,91.6,39.3
3019,4941.93,4961.93,15. Megan Anna Rapinoe,OL Reign,Shots,2nd half,91.6,39.3
3020,4941.93,4961.93,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,91.6,39.3
3021,4941.93,4961.93,24. Adrianna Nichole Franch,Portland Thorns,Wide shot (Goalkeepers),2nd half,13.4,28.7
3022,4941.93,4961.93,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,91.6,39.3
3023,4941.93,4961.93,7. Ana Maria Crnogorcevic,Portland Thorns,Air challenges (lost),2nd half,13.4,28.7
3024,4941.93,4961.93,15. Megan Anna Rapinoe,OL Reign,Challenges (won),2nd half,91.6,39.3
3025,4941.93,4961.93,7. Ana Maria Crnogorcevic,Portland Thorns,Challenges (lost),2nd half,13.4,28.7
3026,4941.93,4961.93,15. Megan Anna Rapinoe,OL Reign,Air challenges (won),2nd half,91.6,39.3
3027,4970.41,4990.41,24. Adrianna Nichole Franch,Portland Thorns,Goal kicks,2nd half,5.5,39.5
3028,4970.41,4990.41,24. Adrianna Nichole Franch,Portland Thorns,Passes accurate,2nd half,5.5,39.5
3029,4973.04,4993.04,17. Beverly Yanez,OL Reign,Air challenges (lost),2nd half,61.3,5.3
3030,4973.04,4993.04,12. Christine Margaret Sinclair,Portland Thorns,Air challenges (won),2nd half,43.7,62.7
3031,4973.04,4993.04,12. Christine Margaret Sinclair,Portland Thorns,Passes (inaccurate),2nd half,43.7,62.7
3032,4973.04,4993.04,12. Christine Margaret Sinclair,Portland Thorns,Challenges (won),2nd half,43.7,62.7
3033,4973.04,4993.04,17. Beverly Yanez,OL Reign,Challenges (lost),2nd half,61.3,5.3
3034,4973.04,4993.04,12. Christine Margaret Sinclair,Portland Thorns,Lost balls,2nd half,56.3,62.0
3035,4974,4994,8. Theresa Eslund,OL Reign,Picking-ups,2nd half,48.7,6.0
3036,4974,4994,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,48.7,6.0
3037,4974,4994,8. Theresa Eslund,OL Reign,Counter-attacks,2nd half,48.7,6.0
3038,4975.6,4995.6,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,47.2,11.5
3039,4976.53,4996.53,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,43.3,12.0
3040,4976.53,4996.53,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,2nd half,43.3,12.0
3041,4978.13,4998.13,4. Megan Leigh Oyster,OL Reign,Counter-attacks,2nd half,33.4,5.0
3042,4978.13,4998.13,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,33.4,5.0
3043,4980.35,5000.35,4. Emily Townsend Menges,Portland Thorns,Challenges (won),2nd half,39.9,52.9
3044,4980.35,5000.35,14. Jodie Lee Taylor,OL Reign,Challenges (lost),2nd half,65.1,15.1
3045,4980.35,5000.35,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,39.9,52.9
3046,4980.35,5000.35,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,39.9,52.9
3047,4980.35,5000.35,14. Jodie Lee Taylor,OL Reign,Air challenges (lost),2nd half,65.1,15.1
3048,4980.35,5000.35,4. Emily Townsend Menges,Portland Thorns,Air challenges (won),2nd half,39.9,52.9
3049,4980.35,5000.35,14. Jodie Lee Taylor,OL Reign,Lost balls,2nd half,65.1,15.1
3050,4980.35,5000.35,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,39.9,52.9
3051,4982.28,5002.28,6. Alexandra Linsley Long Batista,OL Reign,Challenges (lost),2nd half,49.1,15.1
3052,4982.28,5002.28,10. Lindsey Michelle Horan,Portland Thorns,Air challenges (won),2nd half,55.9,52.9
3053,4982.28,5002.28,10. Lindsey Michelle Horan,Portland Thorns,Counter-attacks,2nd half,55.9,52.9
3054,4982.28,5002.28,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),2nd half,55.9,52.9
3055,4982.28,5002.28,6. Alexandra Linsley Long Batista,OL Reign,Air challenges (lost),2nd half,49.1,15.1
